Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,Beds,Bed_Category
161369,Crawford County Memorial Hospital,100 MEDICAL PARKWAY,Denison,IA,51442,CRAWFORD,7122652500,Critical Access Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"100 MEDICAL PARKWAY
DENISON, IA
(42.023257, -95.377086)",30,Small
141330,Hopedale Hospital,107 TREMONT STREET,Hopedale,IL,61747,TAZEWELL,3094493321,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the national average,,Not Available,Results are not available for this reporting period,Above the national average,,Not Available,Results are not available for this reporting period,"107 TREMONT STREET
HOPEDALE, IL
(40.418383, -89.417729)",30,Small
140063,Rush Oak Park Hospital,520 S MAPLE AVE,Oak Park,IL,60304,COOK,7083839300,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"520 S MAPLE AVE
OAK PARK, IL
(41.879026, -87.803818)",200,Large
171378,Kingman Community Hospital,750 W AVE D,Kingman,KS,67068,KINGMAN,6205323147,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,"750 W AVE D
KINGMAN, KS
(37.646734, -98.123552)",30,Small
140155,Presence St Marys Hospital,500 W COURT ST,Kankakee,IL,60901,KANKAKEE,8159372490,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,"500 W COURT ST
KANKAKEE, IL
(41.121113, -87.871768)",200,Large
220074,"Southcoast Hospital Group, Inc",363 HIGHLAND AVENUE,Fall River,MA,2720,BRISTOL,5086793131,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,"363 HIGHLAND AVENUE
FALL RIVER, MA
(41.710584, -71.146181)",200,Large
191306,West Feliciana Parish Hospital,5266 COMMERCE STREET,Saint Francisville,LA,70775,WEST FELICIANA,2256353811,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"5266 COMMERCE STREET
SAINT FRANCISVILLE, LA
(30.78361, -91.365696)",30,Small
180005,Highlands Regional Medical Center,5000 KENTUCKY ROUTE 321,Prestonsburg,KY,41653,FLOYD,6068868511,Acute Care Hospitals,Proprietary,True,True,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,"5000 KENTUCKY ROUTE 321
PRESTONSBURG, KY
(37.71054, -82.77025)",200,Large
161300,Baum Harmon Mercy Hospital,255 N WELCH AVENUE,Primghar,IA,51245,OBRIEN,7129572300,Critical Access Hospitals,Voluntary non-profit - Church,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the national average,,Not Available,Results are not available for this reporting period,"255 N WELCH AVENUE
PRIMGHAR, IA
(43.088597, -95.622796)",30,Small
141337,Perry Memorial Hospital,530 PARK AVENUE EAST,Princeton,IL,61356,BUREAU,8158752811,Critical Access Hospitals,Government - Local,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"530 PARK AVENUE EAST
PRINCETON, IL
(41.36801, -89.455958)",30,Small
191300,St Helena Parish Hospital,16874 HIGHWAY 43,Greensburg,LA,70441,SAINT HELENA,2252226111,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"16874 HIGHWAY 43
GREENSBURG, LA
(30.83125, -90.667002)",30,Small
201308,Houlton Regional Hospital,20 HARTFORD STREET,Houlton,ME,4730,AROOSTOOK,2075322900,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"20 HARTFORD STREET
HOULTON, ME
(46.132962, -67.842644)",30,Small
171333,Clara Barton Hospital,250 W 9TH STREET,Hoisington,KS,67544,BARTON,6206532114,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,Above the national average,,Same as the national average,,"250 W 9TH STREET
HOISINGTON, KS
(38.521549, -98.77941)",30,Small
140275,Genesis Health System,801 ILLINI DRIVE,Silvis,IL,61282,ROCK ISLAND,3097929363,Acute Care Hospitals,Government - Local,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"801 ILLINI DRIVE
SILVIS, IL
(41.493068, -90.419997)",200,Large
180020,Middlesboro Appalachian Regional Healthcare Hospit,3600 WEST CUMBERLAND AVENUE,Middlesboro,KY,40965,BELL,6062421100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"3600 WEST CUMBERLAND AVENUE
MIDDLESBORO, KY
(36.605199, -83.740056)",200,Large
140116,Centegra Health System - Mc Henry Hospital,4201 MEDICAL CENTER DRIVE,Mchenry,IL,60050,MCHENRY,8153445000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,5,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,"4201 MEDICAL CENTER DRIVE
MCHENRY, IL
(42.318902, -88.279228)",200,Large
220019,Harrington Memorial Hospital-1,100 SOUTH STREET,Southbridge,MA,1550,WORCESTER,5087659771,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"100 SOUTH STREET
SOUTHBRIDGE, MA
(42.077182, -72.042065)",200,Large
210044,Greater Baltimore Medical Center,6701 NORTH  CHARLES STREET,Baltimore,MD,21204,BALTIMORE,4438492000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"6701 NORTH CHARLES STREET
BALTIMORE, MD
(39.393497, -76.628092)",200,Large
150090,Franciscan Health Dyer,24 JOLIET ST,Dyer,IN,46311,LAKE,2198652141,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"24 JOLIET ST
DYER, IN
(41.494365, -87.524166)",200,Large
151333,Putnam County Hospital,1542 S BLOOMINGTON ST,Greencastle,IN,46135,PUTNAM,7656535121,Critical Access Hospitals,Government - Local,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1542 S BLOOMINGTON ST
GREENCASTLE, IN
(39.622205, -86.845996)",30,Small
171325,Graham County Hospital,304 WEST PROUT STREET,Hill City,KS,67642,GRAHAM,7854212121,Critical Access Hospitals,Government - Local,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the national average,,Not Available,Results are not available for this reporting period,"304 WEST PROUT STREET
HILL CITY, KS
(39.371776, -99.845075)",30,Small
171313,Kearny County Hospital,500 THORPE STREET,Lakin,KS,67860,KEARNY,6203557111,Critical Access Hospitals,Government - Local,False,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"500 THORPE STREET
LAKIN, KS
(37.945971, -101.251036)",30,Small
111326,Sgmc Lanier Campus,116 WEST THIGPEN AVENUE,Lakeland,GA,31635,LANIER,2294828402,Critical Access Hospitals,Government - Hospital District or Authority,True,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"116 WEST THIGPEN AVENUE
LAKELAND, GA
(31.041591, -83.086454)",30,Small
161348,Clarke County Hospital,800 S FILLMORE ST,Osceola,IA,50213,CLARKE,6413422184,Critical Access Hospitals,Voluntary non-profit - Other,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"800 S FILLMORE ST
OSCEOLA, IA
(41.02571, -93.767533)",30,Small
170014,Ransom Memorial Hospital,1301 S MAIN STREET,Ottawa,KS,66067,FRANKLIN,7852298200,Acute Care Hospitals,Government - Local,True,True,4,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1301 S MAIN STREET
OTTAWA, KS
(38.597285, -95.268759)",200,Large
181309,Casey County Hospital,187 WOLFORD AVENUE,Liberty,KY,42539,CASEY,6067876275,Critical Access Hospitals,Government - Hospital District or Authority,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"187 WOLFORD AVENUE
LIBERTY, KY
(37.317814, -84.931712)",30,Small
150082,Deaconess Hospital Inc,600 MARY ST,Evansville,IN,47747,VANDERBURGH,8124505000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Below the national average,,Above the national average,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Above the national average,,"600 MARY ST
EVANSVILLE, IN
(37.983317, -87.570724)",200,Large
180069,Tug Valley Arh Regional Medical Center,260 HOSPITAL DRIVE,South Williamson,KY,41503,PIKE,6062371700,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"260 HOSPITAL DRIVE
SOUTH WILLIAMSON, KY
(37.676373, -82.296581)",200,Large
210005,Frederick Memorial Hospital,400 WEST SEVENTH ST,Frederick,MD,21701,FREDERICK,2405663300,Acute Care Hospitals,Voluntary non-profit - Private,True,True,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"400 WEST SEVENTH ST
FREDERICK, MD
(39.423745, -77.41407)",200,Large
161379,Mahaska  Health Partnership,1229 C AVENUE EAST,Oskaloosa,IA,52577,MAHASKA,6416723100,Critical Access Hospitals,Government - Local,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Above the national average,,Above the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the national average,,"1229 C AVENUE EAST
OSKALOOSA, IA
(41.298562, -92.630131)",30,Small
171332,Kiowa County Memorial Hospital,721 WEST KANSAS,Greensburg,KS,67054,KIOWA,6207233341,Critical Access Hospitals,Government - Local,False,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"721 WEST KANSAS
GREENSBURG, KS
(37.606167, -99.301774)",30,Small
150008,St Catherine Hospital Inc,4321 FIR ST,East Chicago,IN,46312,LAKE,2193927004,Acute Care Hospitals,Voluntary non-profit - Private,True,True,5,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"4321 FIR ST
EAST CHICAGO, IN
(41.634064, -87.448542)",200,Large
191324,Ochsner St Anne General Hospital,4608 HIGHWAY 1,Raceland,LA,70394,LAFOURCHE,9855378377,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"4608 HIGHWAY 1
RACELAND, LA
(29.703447, -90.564133)",30,Small
140100,Midwestern Region Med Center,2520 ELISHA AVENUE,Zion,IL,60099,LAKE,8478724561,Acute Care Hospitals,Proprietary,True,True,4,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Above the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"2520 ELISHA AVENUE
ZION, IL
(42.44897, -87.82684)",200,Large
160124,Lakes Regional Healthcare,2301 HIGHWAY 71,Spirit Lake,IA,51360,DICKINSON,7123361230,Acute Care Hospitals,Voluntary non-profit - Other,True,True,4,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,"2301 HIGHWAY 71
SPIRIT LAKE, IA
(43.418396, -95.126312)",200,Large
160013,Trinity Muscatine,1518 MULBERRY AVENUE,Muscatine,IA,52761,MUSCATINE,5632649100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"1518 MULBERRY AVENUE
MUSCATINE, IA
(41.434173, -91.052727)",200,Large
160047,Methodist Jennie Edmundson,933 EAST PIERCE STREET,Council Bluffs,IA,51503,POTTAWATTAMIE,7123966000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,"933 EAST PIERCE STREET
COUNCIL BLUFFS, IA
(41.268309, -95.836128)",200,Large
200021,Mid Coast Hospital,123 MEDICAL CENTER DRIVE,Brunswick,ME,4011,CUMBERLAND,2077290181,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"123 MEDICAL CENTER DRIVE
BRUNSWICK, ME
(43.905661, -69.892006)",200,Large
210012,Sinai Hospital Of Baltimore,2401 WEST BELVEDERE AVENUE,Baltimore,MD,21215,BALTIMORE CITY,4106015131,Acute Care Hospitals,Voluntary non-profit - Other,True,True,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"2401 WEST BELVEDERE AVENUE
BALTIMORE, MD
(39.354645, -76.66233)",200,Large
191316,Pointe Coupee General Hospital,2202 FALSE RIVER DRIVE,New Roads,LA,70760,POINTE COUPEE,2253686386,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"2202 FALSE RIVER DRIVE
NEW ROADS, LA
(30.682516, -91.461372)",30,Small
150175,The Heart Hospital At Deaconess Gateway Llc,4007 GATEWAY BLVD,Newburgh,IN,47630,WARRICK,8128424784,Acute Care Hospitals,Proprietary,False,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"4007 GATEWAY BLVD
NEWBURGH, IN
(37.975196, -87.44227)",200,Large
200024,Central Maine Medical Center,300 MAIN STREET,Lewiston,ME,4240,ANDROSCOGGIN,2077950111,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"300 MAIN STREET
LEWISTON, ME
(44.100922, -70.21464)",200,Large
171327,Ellsworth County Medical Center,1604 AYLWARD AVENUE,Ellsworth,KS,67439,ELLSWORTH,7854723111,Critical Access Hospitals,Government - Local,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1604 AYLWARD AVENUE
ELLSWORTH, KS
(38.741969, -98.218892)",30,Small
191314,Madison Parish Hospital,900 JOHNSON STREET,Tallulah,LA,71282,MADISON,3185742374,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"900 JOHNSON STREET
TALLULAH, LA
(32.403734, -91.185503)",30,Small
220071,Massachusetts General Hospital,55 FRUIT STREET,Boston,MA,2114,SUFFOLK,6177262000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Above the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Above the national average,,"55 FRUIT STREET
BOSTON, MA
(42.362409, -71.069556)",200,Large
181331,Mcdowell Arh Hospital,9879 KENTUCKY ROUTE 122,Mc Dowell,KY,41647,FLOYD,6063773400,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"9879 KENTUCKY ROUTE 122
MC DOWELL, KY
(37.457174, -82.747264)",30,Small
180143,Saint Joseph East,150 NORTH EAGLE CREEK DRIVE,Lexington,KY,40509,FAYETTE,8599675000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,"150 NORTH EAGLE CREEK DRIVE
LEXINGTON, KY
(38.000199, -84.440371)",200,Large
170074,Geary Community Hospital,1102 ST MARY'S ROAD,Junction City,KS,66441,GEARY,7852384131,Acute Care Hospitals,Government - Local,True,True,3,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1102 ST MARY'S ROAD
JUNCTION CITY, KS
(39.013979, -96.849798)",200,Large
160064,Mercy Medical Center-North Iowa,1000 FOURTH STREET SW,Mason City,IA,50401,CERRO GORDO,6414287000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1000 FOURTH STREET SW
MASON CITY, IA
(43.148377, -93.216102)",200,Large
161325,Greene County Medical Center,1000 WEST LINCOLNWAY,Jefferson,IA,50129,GREENE,5153862114,Critical Access Hospitals,Government - Local,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1000 WEST LINCOLNWAY
JEFFERSON, IA
(42.015217, -94.38906)",30,Small
171370,Goodland Regional Medical Center,220 WEST SECOND STREET,Goodland,KS,67735,SHERMAN,7858903625,Critical Access Hospitals,Government - Local,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"220 WEST SECOND STREET
GOODLAND, KS
(39.357589, -101.713491)",30,Small
110201,Coliseum Northside Hospital,400 CHARTER BOULEVARD,Macon,GA,31210,BIBB,4787578200,Acute Care Hospitals,Proprietary,True,True,4,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"400 CHARTER BOULEVARD
MACON, GA
(32.869861, -83.694361)",200,Large
140251,Community First Medical Center,5645 W ADDISON STREET,Chicago,IL,60634,COOK,7732827000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"5645 W ADDISON STREET
CHICAGO, IL
(41.945878, -87.767782)",200,Large
131301,Boundary Community Hospital,6640 KANIKSU STREET,Bonners Ferry,ID,83805,BOUNDARY,2082674850,Critical Access Hospitals,Voluntary non-profit - Other,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"6640 KANIKSU STREET
BONNERS FERRY, ID
(48.70257, -116.322084)",30,Small
161307,Hancock County Health System,532 1ST ST NW,Britt,IA,50423,HANCOCK,6418435000,Critical Access Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,"532 1ST ST NW
BRITT, IA
(43.097818, -93.806993)",30,Small
140174,Presence Mercy Medical Center,1325 N HIGHLAND AVENUE,Aurora,IL,60506,KANE,6308592222,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1325 N HIGHLAND AVENUE
AURORA, IL
(41.785548, -88.328888)",200,Large
140001,Graham Hospital Association,210 WEST WALNUT STREET,Canton,IL,61520,FULTON,3096475240,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"210 WEST WALNUT STREET
CANTON, IL
(40.553254, -90.038135)",200,Large
170006,Via Christi Hospital Pittsburg Inc,1 MT CARMEL WAY,Pittsburg,KS,66762,CRAWFORD,6202316100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,"1 MT CARMEL WAY
PITTSBURG, KS
(37.38153, -94.68385)",200,Large
141308,Washington County Hospital*,705 S GRAND,Nashville,IL,62263,WASHINGTON,6183272264,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"705 S GRAND
NASHVILLE, IL
(38.339118, -89.390016)",30,Small
111306,Effingham Health System,459 GA HIGHWAY 119 SOUTH,Springfield,GA,31329,EFFINGHAM,9127540160,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"459 GA HIGHWAY 119 SOUTH
SPRINGFIELD, GA
(32.364734, -81.321664)",30,Small
190015,"North Oaks Medical Center, L L C",15790 PAUL VEGA MD DRIVE,Hammond,LA,70403,TANGIPAHOA,9853452700,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"15790 PAUL VEGA MD DRIVE
HAMMOND, LA
(30.466698, -90.45758)",200,Large
